property_ID,locality_name,postal_code,type,subtype,price (€),number_of_bedrooms,living_area (m²),"equiped_kitchen (yes:1, no:0)","furnished (yes:1, no:0)","open_fire (yes:1, no:0)","terrace (yes:1, no:0)",terrace_area (m²),"garden (yes:1, no:0)",number_facades,"swimming_pool (yes:1, no:0)",state_of_building
RBU60880,Maurits Sabbestraat 4 202,2800.0,Apartment,Apartment,329000.0,3.0,104.0,0,0,0,1,,0,2.0,0,Excellent
RBU61001,Nieuwstraat 13,2200.0,House,Residence,425000.0,3.0,378.0,0,0,0,1,,1,2.0,0,To be renovated
RBU62593,Veerstraat,2840.0,Apartment,Apartment,264700.0,1.0,69.0,0,0,0,1,25.0,0,,0,
RBU60705,Winkelomseheide 158,2440.0,Apartment,Apartment,290000.0,2.0,95.0,0,0,0,1,15.0,1,2.0,0,New
RBU60944,Generaal van der Meerschstraat 85 2,2300.0,Apartment,Apartment,180000.0,2.0,88.0,0,0,0,1,2.0,0,2.0,0,Normal
RBU60881,Kapelstraat 112,2840.0,House,Residence,309000.0,3.0,124.0,0,0,0,0,,1,2.0,0,Normal
RBU60928,Broekstraat 33,2480.0,House,Residence,245000.0,3.0,144.0,0,0,0,1,,1,3.0,0,
RBU66767,Kasteelloop 20,2300.0,Apartment,Apartment,999999.0,1.0,66.0,0,0,0,1,11.0,0,2.0,0,New
RBU66761,Kasteelloop 20,2300.0,Apartment,Apartment,238900.0,2.0,72.0,0,0,0,1,17.0,0,2.0,0,New
RBU66758,Kasteelloop 20,2300.0,Apartment,Apartment,242900.0,2.0,73.0,0,0,0,1,17.0,0,2.0,0,New
RBU66757,Kasteelloop 20,2300.0,Apartment,Apartment,246900.0,2.0,73.0,0,0,0,1,17.0,0,2.0,0,New
RBU66766,Kasteelloop 20,2300.0,Apartment,Apartment,250900.0,2.0,72.0,0,0,0,1,17.0,0,2.0,0,New
RBU66754,Kasteelloop 20,2300.0,Apartment,Apartment,251900.0,2.0,72.0,0,0,0,1,17.0,0,2.0,0,New
RBU66756,Kasteelloop 20,2300.0,Apartment,Apartment,278900.0,2.0,85.0,0,0,0,1,17.0,0,2.0,0,New
RBU66753,Kasteelloop 20,2300.0,Apartment,Apartment,282900.0,2.0,85.0,0,0,0,1,17.0,0,2.0,0,New
RBU66763,Kasteelloop 20,2300.0,Apartment,Apartment,285900.0,2.0,84.0,0,0,0,1,25.0,0,2.0,0,New
RBU66759,Kasteelloop 20,2300.0,Apartment,Apartment,289900.0,2.0,85.0,0,0,0,1,17.0,0,2.0,0,New
RBU66755,Kasteelloop 20,2300.0,Apartment,Ground floor,227900.0,2.0,69.0,0,0,0,1,15.0,0,2.0,0,New
RBU66760,Kasteelloop 20,2300.0,Apartment,Ground floor,399900.0,3.0,133.0,0,0,0,1,25.0,0,2.0,0,New
RBU64202,Paalstraat 35,2900.0,Apartment,Apartment,475000.0,2.0,121.0,0,0,0,1,22.0,0,2.0,0,New
RBU64204,Paalstraat 35,2900.0,Apartment,Apartment,485000.0,2.0,121.0,0,0,0,1,22.0,0,2.0,0,New
RBU64205,Paalstraat 35,2900.0,Apartment,Apartment,550000.0,3.0,142.0,0,0,0,1,24.0,0,2.0,0,New
RBU66790,Kasteelloop 28,2300.0,Apartment,Apartment,232900.0,1.0,65.0,0,0,0,1,17.0,0,2.0,0,New
RBU66783,Kasteelloop 28,2300.0,Apartment,Apartment,250000.0,1.0,65.0,0,0,0,1,17.0,0,2.0,0,New
RBU66768,Kasteelloop 28,2300.0,Apartment,Apartment,268900.0,2.0,89.0,0,0,0,1,15.0,0,2.0,0,New
RBU66774,Kasteelloop 28,2300.0,Apartment,Apartment,281900.0,2.0,90.0,0,0,0,1,20.0,0,2.0,0,New
RBU66770,Kasteelloop 28,2300.0,Apartment,Apartment,299900.0,2.0,93.0,0,0,0,1,20.0,0,2.0,0,New
RBU66772,Kasteelloop 28,2300.0,Apartment,Apartment,300900.0,2.0,90.0,0,0,0,1,20.0,0,2.0,0,New
RBU66776,Kasteelloop 28,2300.0,Apartment,Apartment,305900.0,2.0,92.0,0,0,0,1,20.0,0,2.0,0,New
RBU66775,Kasteelloop 28,2300.0,Apartment,Apartment,301900.0,2.0,92.0,0,0,0,1,20.0,0,2.0,0,New
RBU66771,Kasteelloop 28,2300.0,Apartment,Apartment,296900.0,2.0,90.0,0,0,0,1,20.0,0,2.0,0,New
RBU66769,Kasteelloop 28,2300.0,Apartment,Apartment,232900.0,2.0,77.0,0,0,0,1,14.0,0,2.0,0,New
RBU66784,Kasteelloop 28,2300.0,Apartment,Apartment,399900.0,3.0,114.0,0,0,0,1,61.0,0,2.0,0,New
RBU66787,Kasteelloop 28,2300.0,Apartment,Apartment,404900.0,3.0,121.0,0,0,0,1,46.0,0,2.0,0,New
RBU66781,Kasteelloop 28,2300.0,Apartment,Apartment,405900.0,3.0,114.0,0,0,0,1,61.0,0,2.0,0,New
RBU66791,Kasteelloop 28,2300.0,Apartment,Apartment,407900.0,3.0,114.0,0,0,0,1,61.0,0,2.0,0,New
RBU66782,Kasteelloop 28,2300.0,Apartment,Apartment,409900.0,3.0,121.0,0,0,0,1,46.0,0,2.0,0,New
RBU66792,Kasteelloop 28,2300.0,Apartment,Apartment,419000.0,3.0,121.0,0,0,0,1,46.0,0,2.0,0,New
RBU66773,Kasteelloop 28,2300.0,Apartment,Ground floor,234900.0,2.0,78.0,0,0,0,1,14.0,0,2.0,0,New
RBU66712,Biesaard,2570.0,House,Residence,589000.0,3.0,201.0,0,0,0,1,17.0,1,3.0,0,New
RBU66710,Biesaard,2570.0,House,Residence,594000.0,3.0,201.0,0,0,0,1,17.0,1,3.0,0,New
RBU63095,Meerlenhoflaan 13 2,2660.0,Apartment,Apartment,198000.0,1.0,50.0,0,0,0,1,7.0,1,2.0,0,New
RBU63096,Meerlenhoflaan 13 3,2660.0,Apartment,Apartment,219000.0,1.0,54.0,0,0,0,1,7.0,1,2.0,0,New
RBU63094,Meerlenhoflaan 13 1,2660.0,Apartment,Apartment,308000.0,1.0,67.0,0,0,0,1,15.0,1,2.0,0,New
RBU65825,Kruisstraat 24,2200.0,House,Residence,399000.0,3.0,182.0,0,0,0,1,34.0,1,3.0,0,New
RBU65832,Kruisstraat 24,2200.0,House,Residence,485000.0,3.0,163.0,0,0,0,1,12.0,1,3.0,0,New
RBU65823,Kruisstraat 24,2200.0,House,Residence,539000.0,3.0,178.0,0,0,0,1,12.0,1,3.0,0,New
RBU65831,Kruisstraat 24,2200.0,House,Residence,459000.0,3.0,198.0,0,0,0,1,10.0,1,3.0,0,New
RBU65830,Kruisstraat 24,2200.0,House,Residence,436800.0,3.0,187.0,0,0,0,1,9.0,1,3.0,0,New
RBU65829,Kruisstraat 24,2200.0,House,Residence,425000.0,3.0,171.0,0,0,0,1,9.0,1,3.0,0,New
RBU65828,Kruisstraat 24,2200.0,House,Residence,446500.0,3.0,171.0,0,0,0,1,12.0,1,3.0,0,New
RBU65827,Kruisstraat 24,2200.0,House,Residence,425000.0,3.0,201.0,0,0,0,1,13.0,1,3.0,0,New
RBU65826,Kruisstraat 24,2200.0,House,Residence,469000.0,3.0,172.0,0,0,0,1,10.0,1,3.0,0,New
RBU65824,Kruisstraat 24,2200.0,House,Residence,399000.0,3.0,184.0,0,0,0,1,34.0,1,3.0,0,New
RBU64201,Paalstraat 35,2900.0,Apartment,Apartment,599000.0,2.0,122.0,0,0,0,1,32.0,0,2.0,0,New
RBU65048,Bijenkorf 15,2200.0,Apartment,Apartment,249500.0,1.0,72.0,0,0,0,1,21.0,1,3.0,0,New
RBU65047,Bijenkorf 15,2200.0,Apartment,Apartment,353500.0,3.0,113.0,0,0,0,1,15.0,1,3.0,0,New
RBU65046,Bijenkorf 15,2200.0,Apartment,Ground floor,361500.0,3.0,113.0,0,0,0,1,12.0,1,3.0,0,New
RBU66682,Langestraat 27,2240.0,Apartment,Apartment,259000.0,1.0,75.0,0,0,0,1,6.0,0,2.0,0,New
RBU66693,Langestraat 27,2240.0,Apartment,Apartment,269000.0,1.0,75.0,0,0,0,1,11.0,0,2.0,0,New
RBU66690,Langestraat 27,2240.0,Apartment,Apartment,271500.0,1.0,78.0,0,0,0,1,6.0,0,2.0,0,New
RBU66702,Langestraat 27,2240.0,Apartment,Apartment,279000.0,1.0,80.0,0,0,0,1,12.0,0,2.0,0,New
RBU66707,Langestraat 27,2240.0,Apartment,Apartment,321000.0,1.0,85.0,0,0,0,1,11.0,0,2.0,0,New
RBU66708,Langestraat 27,2240.0,Apartment,Apartment,400000.0,1.0,90.0,0,0,0,1,14.0,0,2.0,0,New
RBU66695,Langestraat 27,2240.0,Apartment,Apartment,400000.0,1.0,71.0,0,0,0,1,10.0,0,2.0,0,New
RBU66681,Langestraat 27,2240.0,Apartment,Apartment,301750.0,2.0,93.0,0,0,0,1,9.0,0,2.0,0,New
RBU66688,Langestraat 27,2240.0,Apartment,Apartment,317750.0,2.0,93.0,0,0,0,1,9.0,0,2.0,0,New
RBU66703,Langestraat 27,2240.0,Apartment,Apartment,332000.0,2.0,91.0,0,0,0,1,13.0,0,2.0,0,New
RBU66700,Langestraat 27,2240.0,Apartment,Apartment,335000.0,2.0,95.0,0,0,0,1,12.0,0,2.0,0,New
RBU66706,Langestraat 27,2240.0,Apartment,Apartment,338000.0,2.0,97.0,0,0,0,1,11.0,0,2.0,0,New
RBU66701,Langestraat 27,2240.0,Apartment,Apartment,342000.0,2.0,93.0,0,0,0,1,12.0,0,2.0,0,New
RBU66694,Langestraat 27,2240.0,Apartment,Apartment,342000.0,2.0,91.0,0,0,0,1,20.0,0,2.0,0,New
RBU66691,Langestraat 27,2240.0,Apartment,Apartment,342000.0,2.0,99.0,0,0,0,1,11.0,0,2.0,0,New
RBU66704,Langestraat 27,2240.0,Apartment,Apartment,359000.0,2.0,103.0,0,0,0,1,12.0,0,2.0,0,New
RBU66705,Langestraat 27,2240.0,Apartment,Apartment,400000.0,2.0,95.0,0,0,0,1,22.0,0,2.0,0,New
RBU66697,Langestraat 27,2240.0,Apartment,Apartment,400000.0,2.0,106.0,0,0,0,1,28.0,0,2.0,0,New
RBU66692,Langestraat 27,2240.0,Apartment,Apartment,400000.0,2.0,94.0,0,0,0,1,9.0,0,2.0,0,New
RBU66687,Langestraat 27,2240.0,Apartment,Apartment,400000.0,2.0,94.0,0,0,0,1,8.0,0,2.0,0,New
RBU66685,Langestraat 27,2240.0,Apartment,Apartment,400000.0,2.0,99.0,0,0,0,1,11.0,0,2.0,0,New
RBU66696,Langestraat 27,2240.0,Apartment,Apartment,422500.0,2.0,102.0,0,0,0,1,45.0,0,2.0,0,New
RBU66686,Langestraat 27,2240.0,Apartment,Apartment,400000.0,3.0,115.0,0,0,0,1,9.0,0,2.0,0,New
RBU66689,Langestraat 27,2240.0,Apartment,Apartment,402500.0,3.0,116.0,0,0,0,1,20.0,0,2.0,0,New
RBU66684,Langestraat 27,2240.0,Apartment,Apartment,453000.0,3.0,137.0,0,0,0,1,17.0,0,2.0,0,New
RBU66678,Langestraat 27,2240.0,Apartment,Ground floor,321750.0,2.0,89.0,0,0,0,1,15.0,0,2.0,0,New
RBU66676,Langestraat 27,2240.0,Apartment,Ground floor,399000.0,3.0,124.0,0,0,0,1,15.0,0,2.0,0,New
RBU66679,Langestraat 27,2240.0,Apartment,Ground floor,422500.0,3.0,117.0,0,0,0,1,16.0,0,2.0,0,New
RBU66677,Langestraat 27,2240.0,Apartment,Ground floor,445000.0,3.0,137.0,0,0,0,1,16.0,0,2.0,0,New
RBU66709,Langestraat 27,2240.0,Apartment,Penthouse,362000.0,2.0,96.0,0,0,0,1,19.0,0,2.0,0,New
RBU65981,Acacialaan 69,2200.0,House,Residence,392000.0,3.0,161.0,0,0,0,1,14.0,1,2.0,0,New
RBU65976,Acacialaan 69,2200.0,House,Residence,392000.0,3.0,176.0,0,0,0,1,14.0,1,2.0,0,New
RBU65983,Acacialaan 69,2200.0,House,Residence,403000.0,3.0,176.0,0,0,0,1,15.0,1,2.0,0,New
RBU65982,Acacialaan 69,2200.0,House,Residence,375000.0,3.0,161.0,0,0,0,1,14.0,1,2.0,0,New
RBU64301,Borgtstraat 50,2430.0,House,Residence,435000.0,3.0,211.0,0,0,0,1,,1,3.0,0,New
RBU65310,Gooreinde 29,2260.0,House,Residence,450000.0,3.0,122.0,0,0,0,1,20.0,1,4.0,0,New
RBU65309,Gooreinde 27,2260.0,House,Residence,460000.0,3.0,172.0,0,0,0,1,20.0,0,4.0,0,New
RBU62512,Eindhoutdorp 34 104,2430.0,Apartment,Apartment,400000.0,1.0,78.0,0,0,0,1,,0,3.0,0,New
RBU62511,Eindhoutdorp 34 103,2430.0,Apartment,Apartment,243000.0,1.0,66.0,0,0,0,1,10.0,0,3.0,0,New
RBU62509,Eindhoutdorp 34 001,2430.0,Apartment,Apartment,239500.0,1.0,62.0,0,0,0,1,14.0,0,3.0,0,New
RBU62510,Eindhoutdorp 34 002,2430.0,Apartment,Apartment,279000.0,2.0,79.0,0,0,0,1,18.0,0,3.0,0,New
RBU62513,Eindhoutdorp 34 205,2430.0,Apartment,Apartment,439000.0,3.0,135.0,0,0,0,1,10.0,0,3.0,0,New
RWC41082,Kempenstraat 88,2000.0,Apartment,Apartment,389500.0,2.0,95.0,0,0,0,1,20.0,0,,0,Excellent
RWC41084,Kempenstraat 88,2000.0,Apartment,Penthouse,1950000.0,3.0,185.0,0,0,0,1,75.0,0,,0,Excellent
RBU58948,Kapelleveldstraat 53A,2530.0,Apartment,Apartment,765000.0,3.0,185.0,0,0,0,1,,1,,0,Excellent
RBU59459,Guido Gezellestraat 26,2560.0,House,Residence,360000.0,3.0,190.0,0,0,0,1,4.0,1,3.0,0,To be renovated
RBU57642,Neerstraat 61,2360.0,Apartment,Apartment,276500.0,1.0,83.0,0,0,0,1,10.0,0,2.0,0,New
RBU57643,Neerstraat 61,2360.0,Apartment,Apartment,279000.0,1.0,83.0,0,0,0,1,10.0,0,2.0,0,New
RBU57666,Neerstraat 61,2360.0,Apartment,Apartment,284000.0,1.0,83.0,0,0,0,1,10.0,0,2.0,0,New
RBU57626,Neerstraat 61,2360.0,Apartment,Apartment,284000.0,1.0,84.0,0,0,0,1,10.0,0,2.0,0,New
RBU57648,Neerstraat 61,2360.0,Apartment,Apartment,307500.0,2.0,90.0,0,0,0,1,10.0,0,2.0,0,New
RBU57653,Neerstraat 61,2360.0,Apartment,Apartment,315000.0,2.0,90.0,0,0,0,1,27.0,0,2.0,0,New
RBU57645,Neerstraat 61,2360.0,Apartment,Apartment,323000.0,2.0,94.0,0,0,0,1,10.0,0,2.0,0,New
RBU57660,Neerstraat 61,2360.0,Apartment,Apartment,355000.0,2.0,99.0,0,0,0,1,27.0,0,2.0,0,New
RBU57647,Neerstraat 61,2360.0,Apartment,Apartment,378500.0,2.0,109.0,0,0,0,1,10.0,0,2.0,0,New
RBU57680,Neerstraat 61,2360.0,Apartment,Apartment,326000.0,2.0,105.0,0,0,0,1,25.0,0,2.0,0,New
RBU57679,Neerstraat 61,2360.0,Apartment,Apartment,334000.0,2.0,107.0,0,0,0,1,27.0,0,2.0,0,New
RBU57675,Neerstraat 61,2360.0,Apartment,Apartment,272000.0,2.0,88.0,0,0,0,1,18.0,0,2.0,0,New
RBU57672,Neerstraat 61,2360.0,Apartment,Apartment,297000.0,2.0,105.0,0,0,0,1,13.0,0,2.0,0,New
RBU57671,Neerstraat 61,2360.0,Apartment,Apartment,302000.0,2.0,105.0,0,0,0,1,13.0,0,2.0,0,New
RBU57670,Neerstraat 61,2360.0,Apartment,Apartment,310000.0,2.0,108.0,0,0,0,1,13.0,0,2.0,0,New
RBU57669,Neerstraat 61,2360.0,Apartment,Apartment,317000.0,2.0,92.0,0,0,0,1,20.0,0,2.0,0,New
RBU57667,Neerstraat 61,2360.0,Apartment,Apartment,320540.0,2.0,94.0,0,0,0,1,24.0,0,2.0,0,New
RBU57665,Neerstraat 61,2360.0,Apartment,Apartment,311805.0,2.0,92.0,0,0,0,1,20.0,0,2.0,0,New
RBU57661,Neerstraat 61,2360.0,Apartment,Apartment,320500.0,2.0,94.0,0,0,0,1,18.0,0,2.0,0,New
RBU57659,Neerstraat 61,2360.0,Apartment,Apartment,386000.0,2.0,109.0,0,0,0,1,23.0,0,2.0,0,New
RBU57657,Neerstraat 61,2360.0,Apartment,Apartment,322000.0,2.0,92.0,0,0,0,1,20.0,0,2.0,0,New
RBU57656,Neerstraat 61,2360.0,Apartment,Apartment,330500.0,2.0,94.0,0,0,0,1,18.0,0,2.0,0,New
RBU57654,Neerstraat 61,2360.0,Apartment,Apartment,311805.0,2.0,92.0,0,0,0,1,24.0,0,2.0,0,New
RBU57651,Neerstraat 61,2360.0,Apartment,Apartment,381000.0,2.0,109.0,0,0,0,1,23.0,0,2.0,0,New
RBU57650,Neerstraat 61,2360.0,Apartment,Apartment,325500.0,2.0,94.0,0,0,0,1,18.0,0,2.0,0,New
RBU57640,Neerstraat 61,2360.0,Apartment,Apartment,317130.0,2.0,93.0,0,0,0,1,20.0,0,2.0,0,New
RBU57637,Neerstraat 61,2360.0,Apartment,Apartment,317130.0,2.0,93.0,0,0,0,1,23.0,0,2.0,0,New
RBU57635,Neerstraat 61,2360.0,Apartment,Apartment,334000.0,2.0,94.0,0,0,0,1,18.0,0,2.0,0,New
RBU57632,Neerstraat 61,2360.0,Apartment,Apartment,342307.0,2.0,101.0,0,0,0,1,28.0,0,2.0,0,New
RBU57630,Neerstraat 61,2360.0,Apartment,Apartment,328000.0,2.0,94.0,0,0,0,1,18.0,0,2.0,0,New
RBU57629,Neerstraat 61,2360.0,Apartment,Apartment,342307.0,2.0,101.0,0,0,0,1,32.0,0,2.0,0,New
RBU57628,Neerstraat 61,2360.0,Apartment,Apartment,381000.0,2.0,109.0,0,0,0,1,30.0,0,2.0,0,New
RBU57639,Neerstraat 61,2360.0,Apartment,Apartment,513190.0,3.0,152.0,0,0,0,1,54.0,0,2.0,0,New
RBU62599,Veerstraat,2840.0,Apartment,Apartment,301800.0,2.0,92.0,0,0,0,1,32.0,0,,0,
RBU62594,Veerstraat,2840.0,Apartment,Apartment,301800.0,2.0,94.0,0,0,0,1,33.0,0,,0,
RBU62603,Veerstraat,2840.0,Apartment,Apartment,308200.0,2.0,95.0,0,0,0,1,23.0,0,,0,
RBU62596,Veerstraat,2840.0,Apartment,Apartment,310300.0,2.0,92.0,0,0,0,1,23.0,0,,0,
RBU62595,Veerstraat,2840.0,Apartment,Apartment,317800.0,2.0,99.0,0,0,0,1,30.0,0,,0,
RBU62600,Veerstraat,2840.0,Apartment,Apartment,317900.0,2.0,92.0,0,0,0,1,30.0,0,,0,
RBU62602,Veerstraat,2840.0,Apartment,Apartment,327400.0,2.0,94.0,0,0,0,1,28.0,0,,0,
RBU62601,Veerstraat,2840.0,Apartment,Apartment,354900.0,2.0,104.0,0,0,0,1,32.0,0,,0,
RBU62598,Veerstraat,2840.0,Apartment,Apartment,427900.0,3.0,143.0,0,0,0,1,36.0,0,,0,
RBU58890,Heiken,2870.0,House,Residence,320000.0,1.0,83.0,0,0,0,1,7.0,0,4.0,0,New
RBU58889,Heiken,2870.0,House,Residence,335000.0,2.0,98.0,0,0,0,1,9.0,0,4.0,0,New
RBU62742,Ernest Claesstraat 22 A,2260.0,House,Residence,495000.0,3.0,183.0,0,0,0,1,16.0,1,3.0,0,New
RBU62743,Ernest Claesstraat 22 B,2260.0,House,Residence,498000.0,3.0,183.0,0,0,0,1,16.0,1,3.0,0,New
RBU58431,Diesterbaan 29,2200.0,House,Residence,390413.0,3.0,183.0,0,0,0,1,20.0,1,3.0,0,New
RBU58432,Diesterbaan 29,2200.0,House,Residence,420835.0,3.0,166.0,0,0,0,1,20.0,1,3.0,0,New
RBU58430,Diesterbaan 29,2200.0,House,Residence,420835.0,3.0,170.0,0,0,0,1,20.0,1,3.0,0,New
RBU58426,Diesterbaan 29,2200.0,House,Residence,415000.0,3.0,170.0,0,0,0,1,20.0,1,3.0,0,New
RBU58425,Diesterbaan 29,2200.0,House,Residence,365000.0,3.0,183.0,0,0,0,1,20.0,1,3.0,0,New
RBU62754,Minderhoutdorp 26C,2322.0,House,Residence,549000.0,4.0,188.0,0,0,0,1,,1,3.0,0,New
RBU62751,Minderhoutdorp 26C,2322.0,House,Residence,475000.0,4.0,172.0,0,0,0,1,,1,3.0,0,New
RBU62752,Minderhoutdorp 26C,2322.0,House,Residence,5000.0,5.0,190.0,0,0,0,1,,1,3.0,0,New
RBU62750,Minderhoutdorp 26,2322.0,House,Residence,5000.0,5.0,195.0,0,0,0,1,,1,3.0,0,New
RBU50582,Pullaarsteenweg 37,2870.0,Apartment,Apartment,250000.0,1.0,79.0,0,0,0,1,14.0,1,4.0,0,New
RBU50586,Pullaarsteenweg 37,2870.0,Apartment,Apartment,273255.0,2.0,90.0,0,0,0,1,14.0,1,4.0,0,New
RBU50584,Pullaarsteenweg 37,2870.0,Apartment,Apartment,276533.0,2.0,94.0,0,0,0,1,12.0,1,4.0,0,New
RBU50587,Pullaarsteenweg 37,2870.0,Apartment,Apartment,250000.0,2.0,89.0,0,0,0,1,14.0,1,4.0,0,New
RBU50585,Pullaarsteenweg 37,2870.0,Apartment,Apartment,250000.0,2.0,90.0,0,0,0,1,11.0,1,4.0,0,New
RBU50583,Pullaarsteenweg 37,2870.0,Apartment,Apartment,250000.0,2.0,94.0,0,0,0,1,12.0,1,4.0,0,New
RBU50589,Pullaarsteenweg 37,2870.0,Apartment,Apartment,270442.0,2.0,90.0,0,0,0,1,14.0,1,4.0,0,New
RBU50588,Pullaarsteenweg 37,2870.0,Apartment,Apartment,277966.0,2.0,90.0,0,0,0,1,14.0,1,4.0,0,New
RBU57537,Gravin de Merodestraat 11,2260.0,Apartment,Apartment,315000.0,2.0,102.0,0,0,0,1,15.0,0,3.0,0,New
RBU57538,Gravin de Merodestraat 11,2260.0,Apartment,Apartment,316000.0,3.0,105.0,0,0,0,1,15.0,0,3.0,0,New
RBU57535,Gravin de Merodestraat 11,2260.0,Apartment,Apartment,379000.0,3.0,133.0,0,0,0,1,29.0,1,3.0,0,New
RBU57539,Gravin de Merodestraat 11,2260.0,Apartment,Apartment,399000.0,3.0,129.0,0,0,0,1,18.0,0,3.0,0,New
RBU60617,Lange Leemstraat 374,2018.0,Apartment,Apartment,199000.0,1.0,61.0,0,0,0,1,10.0,0,2.0,0,New
RBU60615,Lange Leemstraat 374,2018.0,Apartment,Apartment,199000.0,1.0,61.0,0,0,0,1,12.0,0,2.0,0,New
RBU60611,Lange Leemstraat 374,2018.0,Apartment,Apartment,215000.0,1.0,67.0,0,0,0,1,6.0,0,2.0,0,New
RBU60627,Lange Leemstraat 374,2018.0,Apartment,Apartment,217000.0,1.0,64.0,0,0,0,1,14.0,0,2.0,0,New
RBU60626,Lange Leemstraat 374,2018.0,Apartment,Apartment,219000.0,1.0,66.0,0,0,0,1,11.0,0,2.0,0,New
RBU60629,Lange Leemstraat 374,2018.0,Apartment,Apartment,226000.0,1.0,67.0,0,0,0,1,11.0,0,2.0,0,New
RBU60628,Lange Leemstraat 374,2018.0,Apartment,Apartment,229000.0,1.0,63.0,0,0,0,1,11.0,0,2.0,0,New
RBU60618,Lange Leemstraat 374,2018.0,Apartment,Apartment,229000.0,1.0,72.0,0,0,0,1,10.0,0,2.0,0,New
RBU60613,Lange Leemstraat 374,2018.0,Apartment,Apartment,232500.0,1.0,77.0,0,0,0,1,,1,2.0,0,New
RBU60609,Lange Leemstraat 374,2018.0,Apartment,Apartment,239000.0,1.0,73.0,0,0,0,1,10.0,0,2.0,0,New
RBU60616,Lange Leemstraat 374,2018.0,Apartment,Apartment,249000.0,1.0,79.0,0,0,0,1,7.0,0,2.0,0,New
RBU60638,Lange Leemstraat 374,2018.0,Apartment,Apartment,259000.0,1.0,76.0,0,0,0,1,7.0,0,2.0,0,New
RBU60608,Lange Leemstraat 374,2018.0,Apartment,Apartment,313000.0,1.0,97.0,0,0,0,1,5.0,0,2.0,0,New
RBU60610,Lange Leemstraat 374,2018.0,Apartment,Apartment,695000.0,1.0,183.0,0,0,0,1,50.0,0,2.0,0,New
RBU60619,Lange Leemstraat 374,2018.0,Apartment,Apartment,,2.0,93.0,0,0,0,1,,1,2.0,0,New
RBU60634,Lange Leemstraat 374,2018.0,Apartment,Apartment,1099000.0,2.0,270.0,0,0,0,1,25.0,0,2.0,0,New
RBU60620,Lange Leemstraat 374,2018.0,Apartment,Apartment,284000.0,2.0,93.0,0,0,0,1,,1,2.0,0,New
RBU60631,Lange Leemstraat 374,2018.0,Apartment,Apartment,289000.0,2.0,88.0,0,0,0,1,18.0,0,2.0,0,New
RBU60622,Lange Leemstraat 374,2018.0,Apartment,Apartment,293000.0,2.0,92.0,0,0,0,1,5.0,0,2.0,0,New
RBU60614,Lange Leemstraat 374,2018.0,Apartment,Apartment,299000.0,2.0,93.0,0,0,0,1,5.0,0,2.0,0,New
RBU60621,Lange Leemstraat 374,2018.0,Apartment,Apartment,305000.0,2.0,93.0,0,0,0,1,5.0,0,2.0,0,New
RBU60612,Lange Leemstraat 374,2018.0,Apartment,Apartment,307000.0,2.0,97.0,0,0,0,1,5.0,0,2.0,0,New
RBU60635,Lange Leemstraat 374,2018.0,Apartment,Apartment,308000.0,2.0,80.0,0,0,0,1,6.0,0,2.0,0,New
RBU60633,Lange Leemstraat 374,2018.0,Apartment,Apartment,311000.0,2.0,81.0,0,0,0,1,6.0,0,2.0,0,New
RBU60623,Lange Leemstraat 374,2018.0,Apartment,Apartment,318000.0,2.0,97.0,0,0,0,1,5.0,0,2.0,0,New
RBU60637,Lange Leemstraat 374,2018.0,Apartment,Apartment,344000.0,2.0,87.0,0,0,0,1,34.0,0,2.0,0,New
RBU60639,Lange Leemstraat 374,2018.0,Apartment,Apartment,349000.0,2.0,103.0,0,0,0,1,13.0,0,2.0,0,New
RBU60640,Lange Leemstraat 374,2018.0,Apartment,Apartment,399000.0,2.0,135.0,0,0,0,0,,0,2.0,0,New
RBU60625,Lange Leemstraat 374,2018.0,Apartment,Apartment,799000.0,2.0,171.0,0,0,0,1,12.0,0,2.0,0,New
RBU60644,Lange Leemstraat 374,2018.0,Apartment,Apartment,355000.0,3.0,107.0,0,0,0,1,8.0,0,2.0,0,New
RBU60641,Lange Leemstraat 374,2018.0,Apartment,Apartment,359000.0,3.0,110.0,0,0,0,1,8.0,0,2.0,0,New
RBU60645,Lange Leemstraat 374,2018.0,Apartment,Apartment,375000.0,3.0,103.0,0,0,0,1,,1,2.0,0,New
RBU60642,Lange Leemstraat 374,2018.0,Apartment,Apartment,425000.0,3.0,118.0,0,0,0,1,,1,2.0,0,New
RBU60630,Lange Leemstraat 374,2018.0,Apartment,Apartment,498000.0,3.0,139.0,0,0,0,1,60.0,0,2.0,0,New
RBU60636,Lange Leemstraat 374,2018.0,Apartment,Apartment,499000.0,3.0,118.0,0,0,0,1,27.0,0,2.0,0,New
RBU60643,Lange Leemstraat 374,2018.0,Apartment,Apartment,710000.0,3.0,171.0,0,0,0,1,14.0,0,2.0,0,New
RBU60624,Lange Leemstraat 374,2018.0,Apartment,Apartment,975000.0,3.0,286.0,0,0,0,1,24.0,0,2.0,0,New
RBU58895,Heiken,2870.0,House,Residence,440000.0,3.0,198.0,0,0,0,1,13.0,1,2.0,0,New
RBU58894,Heiken,2870.0,House,Residence,450000.0,3.0,208.0,0,0,0,1,16.0,1,2.0,0,New
RBU58892,Heiken,2870.0,House,Residence,480000.0,3.0,186.0,0,0,0,1,13.0,1,3.0,0,New
RBU58891,Heiken,2870.0,House,Residence,480000.0,3.0,182.0,0,0,0,1,13.0,1,3.0,0,New
RBU58898,Heiken,2870.0,House,Residence,495000.0,3.0,201.0,0,0,0,1,16.0,1,3.0,0,New
